# Golgi cell raster plot
0 0 0     21.080
5 0 5     69.420
9 0 9     43.800
10 0 10     20.060
11 0 11     61.680
16 0 16      7.860
22 0 22     61.840
26 0 26     33.300
27 0 27      7.520
31 0 31      9.680
37 0 37     66.980
40 0 40     36.320
44 0 44     48.400
45 0 45     19.780
45 0 45     72.080
46 0 46     34.160
46 0 46     63.580
47 0 47     35.100
47 0 47     71.780
48 0 48     54.820
48 0 48     61.800
48 0 48     68.100
50 0 50     31.640
51 0 51     28.380
51 0 51     71.640
52 0 52     33.900
52 0 52     36.500
52 0 52     47.840
53 0 53     41.280
54 0 54     45.000
54 0 54     57.120
55 0 55     58.540
60 0 60     48.500
61 0 61     73.260
62 0 62     69.420
66 0 66     75.660
74 0 74     78.940
80 0 80      3.520
80 0 80     69.600
86 0 86     64.060
88 0 88     50.120
89 0 89     57.540
89 0 89     74.380
96 0 96     55.560
